     5
  6  48.798  -1.264  -2.052    .106
  7 -39.486   1.034   1.334   -.106
     3
  1   -.181   -.542   4.573    .140
  2    .143    .430  -3.626    .140
  3    .121   -.117    .674    .140
     4
  1   3.261   1.223   1.225    .140
  2  -2.894  -1.054  -1.133    .140
  3 -40.563 -14.378 -15.832   -.106
  4  40.199  14.235  15.421    .106
     4
  1    .512 -16.337  18.662    .140
  2   -.079   2.521  -2.825    .140
  3   -.949  34.445 -39.999    .106
  4    .544 -21.968  25.795   -.106
     6
  1   -.409    .075    .849    .140
  2    .212   -.042   -.439    .140
